교과목명,분반,교수,개설학과전공,이수구분,영역,캠퍼스,학점/이론/실습,시간표,수업유형,수강안내 및 지정내용,평점,출결,시험,과제,조모임,성적,예측_강의력,예측_풀강
동∙서 철학의 만남,1,박준영,창의융합학부,핵심교양,인식과가치,운정,3.0/3.0/0.0,금/4-6,일반,,4.07,전자출결,두 번,없음,없음,보통,좋음,풀강
비판적 사고 기초,1,배식한,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,월/4-6,일반,,4.1,전자출결,두 번,없음,없음,보통,보통,풀강 아님
한글 맞춤법과 국어 능력,1,정종수,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,금/4-6,일반,,4.7,직접호명,두 번,보통,없음,너그러움,좋음,풀강 아님
과학기술 사회의 생명윤리,1,이경희,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,수/1-3,일반(블렌디드형),,3.56,전자출결,한 번,보통,없음,보통,나쁨,풀강 아님
현대인의 정신 건강,1,이정윤,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,금/1-3,원격(녹화콘텐츠),,4.45,전자출결,두 번,없음,없음,보통,좋음,풀강 아님
대중 문화 예술 산책,1,윤상호,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,수/1-3,일반,,3.97,전자출결,두 번,보통,보통,보통,좋음,풀강 아님
자존감 수업,1,이아람,창의융합학부,핵심교양,인식과가치,운정,3.0/2.0/1.0,금/4-6,일반,,4.42,전자출결,한 번,보통,많음,보통,좋음,풀강
철학으로의 초대,1,배식한,창의융합학부,핵심교양,인식과가치,운정,3.0/3.0/0.0,화/1-3,일반,,3.61,전자출결,두 번,없음,없음,보통,보통,풀강 아님
삶과 죽음의 이해,1,임성훈,창의융합학부,핵심교양,인식과가치,운정,3.0/3.0/0.0,월/1-3,일반,,4.08,전자출결,두 번,없음,없음,보통,좋음,풀강
문화인류학으로 세상보기,1,김길웅,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,월/1-3,원격(녹화콘텐츠),,3.77,전자출결,두 번,없음,없음,너그러움,나쁨,풀강 아님
공동체 공유가치의 이해와 실천,1,김선주,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,금/1-3,일반,,4.35,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
뉴스 바로 보기,1,김진각,창의융합학부,핵심교양,인식과가치,운정,3.0/3.0/0.0,목/1-3,일반,,4.58,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
주제로 읽는 명저: 인문학,1,안상연,창의융합학부,핵심교양,인식과가치,운정,3.0/1.5/1.5,금/4-6,일반,,4.64,전자출결,한 번,보통,보통,너그러움,좋음,풀강
기업 사회공헌 활동의 이해와 전망,1,서경덕,창의융합학부,핵심교양,인식과가치,운정,3.0/3.0/0.0,월/1-3,일반,,4.75,직접호명,두 번,없음,보통,너그러움,좋음,풀강 아님
포스트휴머니즘의 이해,1,석기용,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,금/4-6,원격(녹화콘텐츠),,4.28,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
키워드로 읽는 여성학 Ⅰ,1,김미덕,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,수/4-6,일반,,4.2,전자출결,한 번,보통,없음,보통,좋음,풀강
키워드로 읽는 여성학 Ⅱ,1,김미덕,창의융합학부,핵심교양,인식과가치,운정,3.0/3.0/0.0,금/7-9,일반,,3.83,전자출결,한 번,보통,없음,보통,좋음,풀강
인공지능과 윤리,1,김도형,창의융합학부,핵심교양,인식과가치,수정,3.0/3.0/0.0,금/10-12,원격(녹화콘텐츠),,3.32,반영안함,두 번,없음,없음,보통,나쁨,풀강
기호논리학 개론,1,석기용,창의융합학부,핵심교양,인식과가치,운정,3.0/3.0/0.0,월/4-6,일반,,4.43,전자출결,두 번,없음,없음,보통,좋음,풀강
인문학적 글쓰기,1,이윤경,창의융합학부,핵심교양,인식과가치,수정,3.0/0.0/3.0,목/4-6,일반,,4.68,직접호명,한 번,보통,없음,너그러움,좋음,풀강 아님
철학적 치유와 정신 건강,1,석기용,창의융합학부,핵심교양,인식과가치,수정,3.0/1.5/1.5,수/4-6,일반,,4.25,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
미학의 이해,1,임성훈,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,월/10-12,일반,,4.07,직접호명,두 번,없음,없음,보통,좋음,풀강
영화 스토리텔링의 이해,1,박소연,창의융합학부,핵심교양,문학과예술,운정,3.0/3.0/0.0,월/1-3,일반,,4.22,직접호명,두 번,보통,없음,보통,좋음,풀강
세계 복식과 패션정보,1,이정명,창의융합학부,핵심교양,문학과예술,운정,3.0/3.0/0.0,금/4-6,일반,,3.22,직접호명,두 번,보통,없음,보통,좋음,풀강
글로벌 시대와 한국 문학,1,김혜련,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,화/4-6,일반(블렌디드형),해당 과목은 작품 정독과 팀 토론이 수업활동과 평가의 중심이 되는 수업임을 수강신청 전에 반드시 확인하기 바람,3.05,전자출결,두 번,많음,많음,보통,좋음,풀강 아님
프랑스 문화와 예술,1,곽민석,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,금/1-3,일반,,3.19,직접호명,한 번,보통,없음,보통,좋음,풀강 아님
미술로 표현된 신체,1,임성훈,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,수/1-3,일반,,4.08,직접호명,두 번,없음,없음,보통,좋음,풀강
힐링이 있는 클래식 음악,1,배수영,창의융합학부,핵심교양,문학과예술,운정,3.0/3.0/0.0,수/1-3,일반,,4.52,전자출결,두 번,없음,보통,보통,좋음,풀강
오페라의 이해,1,오유석,창의융합학부,핵심교양,문학과예술,운정,3.0/2.0/1.0,금/4-6,일반,,4.42,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
"클릭, 생활 속의 현대미술",1,구진경,창의융합학부,핵심교양,문학과예술,운정,3.0/3.0/0.0,금/4-6,일반,,4.14,직접호명,두 번,보통,없음,보통,나쁨,풀강 아님
문학과 시대 읽기,1,김길웅,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,수/1-3,원격(녹화콘텐츠),,3.7,전자출결,한 번,없음,없음,너그러움,나쁨,풀강 아님
서양 음악의 이해,1,이혜진,창의융합학부,핵심교양,문학과예술,운정,3.0/3.0/0.0,금/1-3,일반(블렌디드형),,3.53,전자출결,두 번,없음,없음,너그러움,좋음,풀강 아님
주제로 읽는 명저: 문화예술,1,오세준,창의융합학부,핵심교양,문학과예술,수정,3.0/1.5/1.5,금/1-3,일반,,2.5,직접호명,네 번 이상,많음,없음,보통,나쁨,풀강
무용과 인간,1,박현숙,창의융합학부,핵심교양,문학과예술,운정,3.0/2.0/1.0,금/4-6,일반,,4,모름,모름,모름,모름,모름,좋음,풀강 아님
영화 예술 입문,1,박상우,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,금/4-6,일반,,4.39,직접호명,한 번,보통,없음,보통,보통,풀강 아님
신화와 함께하는 삶,1,김나영,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,목/7-9,원격(녹화콘텐츠),,3.54,전자출결,두 번,보통,없음,보통,나쁨,풀강
동양미학의 이해,1,한경애,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,금/1-3,일반,,3.89,직접호명,두 번,보통,보통,보통,좋음,풀강
동아시아 문학의 비교,1,송향경,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,금/1-3,원격(녹화콘텐츠),,4.37,전자출결,한 번,보통,없음,보통,좋음,풀강 아님
조선 문인들이 사랑한 나의 집,1,강혜선,창의융합학부,핵심교양,문학과예술,수정,3.0/3.0/0.0,수/1-3,원격(녹화콘텐츠),,3.4,전자출결,네 번 이상,보통,없음,보통,좋음,풀강 아님
전쟁사,1,나익성,창의융합학부,핵심교양,역사의해석,수정,3.0/3.0/0.0,수/1-3,일반,,4.6,직접호명,두 번,보통,보통,보통,좋음,풀강
세계문화유산으로 보는 한국의 역사와 문화,1,강호선,창의융합학부,핵심교양,역사의해석,수정,3.0/3.0/0.0,수/10-12,원격(녹화콘텐츠),,3.48,전자출결,두 번,없음,없음,보통,보통,풀강 아님
동아시아의 역사와 문화,1,이유진,창의융합학부,핵심교양,역사의해석,운정,3.0/3.0/0.0,수/1-3,일반,,4.21,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
과학기술사,1,김현준,창의융합학부,핵심교양,역사의해석,운정,3.0/3.0/0.0,금/1-3,일반,,2.8,전자출결,두 번,없음,없음,보통,좋음,풀강
문화와 일상으로 본 서양사,1,오경환,창의융합학부,핵심교양,역사의해석,수정,3.0/3.0/0.0,월/1-3,원격(녹화콘텐츠),,3.31,전자출결,두 번,없음,없음,보통,나쁨,풀강 아님
동양 고전의 산책,1,김용재,창의융합학부,핵심교양,역사의해석,운정,3.0/3.0/0.0,수/1-3,일반(블렌디드형),,4.37,직접호명,두 번,없음,없음,보통,나쁨,풀강
테마로 보는 전통문화,1,조순자,창의융합학부,핵심교양,역사의해석,수정,3.0/3.0/0.0,수/1-3,일반,,4.31,직접호명,두 번,보통,없음,너그러움,좋음,풀강
한국사 입문,1,전세영,창의융합학부,핵심교양,역사의해석,수정,3.0/3.0/0.0,월/1-3,일반,,4.83,직접호명,두 번,없음,없음,보통,좋음,풀강 아님
미디어로 일본 문화 읽기,1,유양근,창의융합학부,핵심교양,역사의해석,운정,3.0/2.0/1.0,월/1-3,일반,,4.66,직접호명,두 번,없음,없음,보통,좋음,풀강
역사와 현실,1,홍석률,창의융합학부,핵심교양,역사의해석,수정,3.0/3.0/0.0,수/1-3,원격(녹화콘텐츠),,4.6,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
문화콘텐츠 도시의 이해와 전망,1,서경덕,창의융합학부,핵심교양,역사의해석,수정,3.0/3.0/0.0,수/10-12,일반,,3.67,직접호명,두 번,없음,보통,보통,보통,풀강 아님
영화로 이해하는 한국사,1,이규철,창의융합학부,핵심교양,역사의해석,수정,3.0/3.0/0.0,화/10-12,원격(녹화콘텐츠),,4.02,전자출결,한 번,보통,없음,보통,좋음,풀강 아님
"우리, 독립운동을 이야기하다",1,이규수,창의융합학부,핵심교양,역사의해석,수정,3.0/3.0/0.0,수/1-3,일반,,4.97,전자출결,없음,없음,없음,너그러움,좋음,풀강 아님
생활 속의 법적 분쟁과 해결,1,최우령,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,월/1-3,일반,,4.56,전자출결,한 번,보통,없음,보통,좋음,풀강 아님
현대 사회와 소외,1,김선주,창의융합학부,핵심교양,사회의이해,운정,3.0/3.0/0.0,수/1-3,일반,,4.17,직접호명,두 번,보통,없음,너그러움,좋음,풀강 아님
국가안보론,1,정방호,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,금/4-6,일반,,4.59,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
국가안보론,2,나익성,창의융합학부,핵심교양,사회의이해,운정,3.0/3.0/0.0,금/4-6,일반,,4.25,직접호명,두 번,보통,보통,보통,좋음,풀강
북한학,1,정방호,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,금/1-3,일반,,4.43,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
소비자트렌드와 소비자보호,1,박배진,창의융합학부,핵심교양,사회의이해,운정,3.0/3.0/0.0,수/4-6,일반,,3.62,전자출결,두 번,보통,보통,보통,좋음,풀강 아님
중국의 사상과 문화,1,신준호,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,금/1-3,일반,,4.3,직접호명,두 번,보통,없음,보통,좋음,풀강
글로벌 국가브랜드의 의미와 이해,1,서경덕,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,월/10-12,일반,,3.21,직접호명,두 번,없음,보통,보통,좋음,풀강 아님
음식과 문화 이야기,1,고성희,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,수/1-3,원격(녹화콘텐츠),,4.4,전자출결,두 번,보통,없음,보통,좋음,풀강 아님
헌법: 갈등 해결의 코드,1,김연식,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,목/10-12,원격(녹화콘텐츠),"중간고사: 4월 24일 19:00 (온라인)
기말고사: 6월 12일 19:00 (온라인)",4,전자출결,두 번,없음,없음,보통,좋음,풀강 아님
사례로 이해하는 국제관계와 법,1,권현호,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,금/1-3,원격(녹화콘텐츠),,4.5,전자출결,한 번,없음,없음,보통,좋음,풀강 아님
경영학 개론,1,황성욱,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,금/4-6,원격(녹화콘텐츠),,4.2,전자출결,두 번,많음,없음,보통,좋음,풀강 아님
일본 문화의 이해,1,다케우치 노리아키,창의융합학부,핵심교양,사회의이해,운정,3.0/3.0/0.0,수/1-3,일반,,4.12,전자출결,두 번,없음,없음,보통,좋음,풀강 아님
현대인의 여가 문화,1,김우정,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,수/1-3,일반,,3.25,전자출결,두 번,보통,없음,보통,나쁨,풀강
주거 문화의 이해,1,김진영,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,수/1-3,일반,,3.65,직접호명,두 번,보통,없음,보통,나쁨,풀강 아님
인물로 만나는 페미니즘,1,김미덕,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,수/1-3,원격(녹화콘텐츠),,4.17,전자출결,두 번,없음,없음,보통,좋음,풀강 아님
대중문화 속의 여성과 페미니즘,1,김미덕,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,수/7-9,일반,,4.11,전자출결,한 번,보통,없음,보통,좋음,풀강
사회적 이슈의 찬반 논쟁,1,정영선,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,금/4-6,원격(녹화콘텐츠),,4.35,전자출결,두 번,많음,없음,보통,좋음,풀강 아님
가족과 젠더,1,박주희,창의융합학부,핵심교양,사회의이해,운정,3.0/3.0/0.0,금/4-6,일반,,4.12,직접호명,두 번,보통,없음,보통,좋음,풀강 아님
동아시아 경제와 사회,1,감지혜,창의융합학부,핵심교양,사회의이해,수정,3.0/3.0/0.0,수/1-3,일반(블렌디드형),,1.5,모름,모름,모름,모름,모름,좋음,풀강 아님
